Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id
Jaydee Canvot,fr FRA,DF,Crystal Palace,19,2006,20,14,1336,14.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,3684108d,14.8,0,7,1,14.3,0.47,0.07,0.0,0.0,0,0,3684108d,14.8,,,,,,,,,,,,,,,0,,,,,,3684108d,14.8,,,,,,,,,,,,,,,,,,,,,3684108d,14.8,,22,,,,,,,,,,,12,,,,3684108d,Jaydee Canvot__Crystal Palace
Casemiro,br BRA,MF,Manchester Utd,33,1992,34,33,2571,28.6,9,2,11,9,0,0,11,1,0.32,0.07,0.39,0.32,0.39,4d224fe8,28.6,9,52,18,34.6,1.82,0.63,0.17,0.5,0,0,4d224fe8,28.6,,,,,,,,,,,,,,,2,,,,,,4d224fe8,28.6,,,,,,,,,,,,,,,,,,,,,4d224fe8,28.6,,45,,,,,,,,,,,30,,,,4d224fe8,Casemiro__Manchester Utd
Matty Cash,pl POL,DF,Aston Villa,27,1997,35,34,3014,33.5,3,3,6,3,0,0,9,0,0.09,0.09,0.18,0.09,0.18,2389cdc2,33.5,3,30,10,33.3,0.9,0.3,0.1,0.3,0,0,2389cdc2,33.5,,,,,,,,,,,,,,,3,,,,,,2389cdc2,33.5,,,,,,,,,,,,,,,,,,,,,2389cdc2,33.5,,32,,,,,,,,,,,24,,,,2389cdc2,Matty Cash__Aston Villa
Timothy Castagne,be BEL,DFMF,Fulham,29,1995,30,20,1845,20.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,197640fd,20.5,0,14,6,42.9,0.68,0.29,0.0,0.0,0,0,197640fd,20.5,,,,,,,,,,,,,,,0,,,,,,197640fd,20.5,,,,,,,,,,,,,,,,,,,,,197640fd,20.5,,24,,,,,,,,,,,28,,,,197640fd,Timothy Castagne__Fulham
Valentín Castellanos,ar ARG,FW,West Ham,26,1998,18,17,1384,15.4,6,0,6,6,0,0,6,0,0.39,0.0,0.39,0.39,0.39,da76bab4,15.4,6,50,22,44.0,3.25,1.43,0.12,0.27,0,0,da76bab4,15.4,,,,,,,,,,,,,,,0,,,,,,da76bab4,15.4,,,,,,,,,,,,,,,,,,,,,da76bab4,15.4,,9,,,,,,,,,,,6,,,,da76bab4,Valentín Castellanos__West Ham
Trevoh Chalobah,eng ENG,DF,Chelsea,26,1999,34,31,2783,30.9,3,0,3,3,0,0,3,1,0.1,0.0,0.1,0.1,0.1,5515376c,30.9,3,16,5,31.3,0.52,0.16,0.19,0.6,0,0,5515376c,30.9,,,,,,,,,,,,,,,0,,,,,,5515376c,30.9,,,,,,,,,,,,,,,,,,,,,5515376c,30.9,,22,,,,,,,,,,,37,,,,5515376c,Trevoh Chalobah__Chelsea
Rayan Cherki,fr FRA,MF,Manchester City,21,2003,33,19,1786,19.8,4,12,16,4,0,0,1,0,0.2,0.6,0.81,0.2,0.81,b34c63a5,19.8,4,55,13,23.6,2.77,0.66,0.07,0.31,0,0,b34c63a5,19.8,,,,,,,,,,,,,,,12,,,,,,b34c63a5,19.8,,,,,,,,,,,,,,,,,,,,,b34c63a5,19.8,,16,,,,,,,,,,,7,,,,b34c63a5,Rayan Cherki__Manchester City
Ryan Christie,sct SCO,MF,Bournemouth,30,1995,26,9,994,11.0,2,0,2,2,0,0,3,1,0.18,0.0,0.18,0.18,0.18,26ce2263,11.0,2,25,8,32.0,2.26,0.72,0.08,0.25,0,0,26ce2263,11.0,,,,,,,,,,,,,,,0,,,,,,26ce2263,11.0,,,,,,,,,,,,,,,,,,,,,26ce2263,11.0,,20,,,,,,,,,,,11,,,,26ce2263,Ryan Christie__Bournemouth
Samuel Chukwueze,ng NGA,MF,Fulham,26,1999,23,10,1079,12.0,3,4,7,3,0,0,0,0,0.25,0.33,0.58,0.25,0.58,b8a642fc,12.0,3,25,7,28.0,2.09,0.58,0.12,0.43,0,0,b8a642fc,12.0,,,,,,,,,,,,,,,4,,,,,,b8a642fc,12.0,,,,,,,,,,,,,,,,,,,,,b8a642fc,12.0,,4,,,,,,,,,,,6,,,,b8a642fc,Samuel Chukwueze__Fulham
Nathan Collins,ie IRL,DF,Brentford,24,2001,35,32,2975,33.1,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,a8c19eb8,33.1,1,20,6,30.0,0.61,0.18,0.05,0.17,0,0,a8c19eb8,33.1,,,,,,,,,,,,,,,2,,,,,,a8c19eb8,33.1,,,,,,,,,,,,,,,,,,,,,a8c19eb8,33.1,,13,,,,,,,,,,,36,,,,a8c19eb8,Nathan Collins__Brentford
Lewis Cook,eng ENG,MFDF,Bournemouth,28,1997,18,8,874,9.7,0,1,1,0,0,0,1,1,0.0,0.1,0.1,0.0,0.1,2afc7272,9.7,0,3,0,0.0,0.31,0.0,0.0,,0,0,2afc7272,9.7,,,,,,,,,,,,,,,1,,,,,,2afc7272,9.7,,,,,,,,,,,,,,,,,,,,,2afc7272,9.7,,17,,,,,,,,,,,21,,,,2afc7272,Lewis Cook__Bournemouth
Marc Cucurella,es ESP,DF,Chelsea,27,1998,34,31,2707,30.1,1,4,5,1,0,0,8,1,0.03,0.13,0.17,0.03,0.17,1daec722,30.1,1,20,6,30.0,0.66,0.2,0.05,0.17,0,0,1daec722,30.1,,,,,,,,,,,,,,,4,,,,,,1daec722,30.1,,,,,,,,,,,,,,,,,,,,,1daec722,30.1,,40,,,,,,,,,,,28,,,,1daec722,Marc Cucurella__Chelsea
Jorge Cuenca,es ESP,DF,Fulham,25,1999,15,11,938,10.4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0abc51f2,10.4,0,1,0,0.0,0.1,0.0,0.0,,0,0,0abc51f2,10.4,,,,,,,,,,,,,,,0,,,,,,0abc51f2,10.4,,,,,,,,,,,,,,,,,,,,,0abc51f2,10.4,,10,,,,,,,,,,,15,,,,0abc51f2,Jorge Cuenca__Fulham
Josh Cullen,ie IRL,MF,Burnley,29,1996,18,18,1514,16.8,2,2,4,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24,f6d7d690,16.8,2,11,6,54.5,0.65,0.36,0.18,0.33,0,0,f6d7d690,16.8,,,,,,,,,,,,,,,2,,,,,,f6d7d690,16.8,,,,,,,,,,,,,,,,,,,,,f6d7d690,16.8,,19,,,,,,,,,,,24,,,,f6d7d690,Josh Cullen__Burnley
Matheus Cunha,br BRA,MFFW,Manchester Utd,26,1999,33,29,2494,27.7,10,2,12,10,0,0,4,0,0.36,0.07,0.43,0.36,0.43,dc62b55d,27.7,10,90,35,38.9,3.25,1.26,0.11,0.29,0,0,dc62b55d,27.7,,,,,,,,,,,,,,,2,,,,,,dc62b55d,27.7,,,,,,,,,,,,,,,,,,,,,dc62b55d,27.7,,23,,,,,,,,,,,21,,,,dc62b55d,Matheus Cunha__Manchester Utd
Diogo Dalot,pt POR,DFMF,Manchester Utd,26,1999,34,29,2614,29.0,1,3,4,1,0,0,5,0,0.03,0.1,0.14,0.03,0.14,d9565625,29.0,1,24,6,25.0,0.83,0.21,0.04,0.17,0,0,d9565625,29.0,,,,,,,,,,,,,,,3,,,,,,d9565625,29.0,,,,,,,,,,,,,,,,,,,,,d9565625,29.0,,30,,,,,,,,,,,26,,,,d9565625,Diogo Dalot__Manchester Utd
Mikkel Damsgaard,dk DEN,MF,Brentford,25,2000,33,24,2054,22.8,4,4,8,4,0,0,0,0,0.18,0.18,0.35,0.18,0.35,215f3907,22.8,4,29,11,37.9,1.27,0.48,0.14,0.36,0,0,215f3907,22.8,,,,,,,,,,,,,,,4,,,,,,215f3907,22.8,,,,,,,,,,,,,,,,,,,,,215f3907,22.8,,34,,,,,,,,,,,24,,,,215f3907,Mikkel Damsgaard__Brentford
Kevin Danso,at AUT,DF,Tottenham,26,1998,24,17,1494,16.6,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,6e33125f,16.6,0,11,2,18.2,0.66,0.12,0.0,0.0,0,0,6e33125f,16.6,,,,,,,,,,,,,,,0,,,,,,6e33125f,16.6,,,,,,,,,,,,,,,,,,,,,6e33125f,16.6,,13,,,,,,,,,,,25,,,,6e33125f,Kevin Danso__Tottenham
Karl Darlow,wls WAL,GK,Leeds United,34,1990,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,cde3309f,22.0,0,0,0,,0.0,0.0,,,0,0,cde3309f,22.0,,,,,,,,,,,,,,,0,,,,,,cde3309f,22.0,,,,,,,,,,,,,,,,,,,,,cde3309f,22.0,,0,,,,,,,,,,,0,,,,cde3309f,Karl Darlow__Leeds United
Maxim De Cuyper,be BEL,DFMF,Brighton,24,2000,30,17,1414,15.7,2,3,5,2,0,0,2,0,0.13,0.19,0.32,0.13,0.32,d494882e,15.7,2,13,6,46.2,0.83,0.38,0.15,0.33,0,0,d494882e,15.7,,,,,,,,,,,,,,,3,,,,,,d494882e,15.7,,,,,,,,,,,,,,,,,,,,,d494882e,15.7,,10,,,,,,,,,,,11,,,,d494882e,Maxim De Cuyper__Brighton
Liam Delap,eng ENG,FW,Chelsea,22,2003,28,12,1107,12.3,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,dd897ee7,12.3,1,36,11,30.6,2.93,0.89,0.03,0.09,0,0,dd897ee7,12.3,,,,,,,,,,,,,,,0,,,,,,dd897ee7,12.3,,,,,,,,,,,,,,,,,,,,,dd897ee7,12.3,,3,,,,,,,,,,,1,,,,dd897ee7,Liam Delap__Chelsea
Sepp van den Berg,nl NED,DF,Brentford,23,2001,32,30,2763,30.7,0,2,2,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,7bf9400b,30.7,0,23,7,30.4,0.75,0.23,0.0,0.0,0,0,7bf9400b,30.7,,,,,,,,,,,,,,,2,,,,,,7bf9400b,30.7,,,,,,,,,,,,,,,,,,,,,7bf9400b,30.7,,9,,,,,,,,,,,26,,,,7bf9400b,Sepp van den Berg__Brentford
Justin Devenny,nir NIR,MFFW,Crystal Palace,21,2003,21,7,796,8.8,1,0,1,0,1,1,0,0,0.11,0.0,0.11,0.0,0.0,6c2b66fc,8.8,1,13,4,30.8,1.47,0.45,0.08,0.25,1,1,6c2b66fc,8.8,,,,,,,,,,,,,,,0,,,,,,6c2b66fc,8.8,,,,,,,,,,,,,,,,,,,,,6c2b66fc,8.8,,11,,,,,,,,,,,1,,,,6c2b66fc,Justin Devenny__Crystal Palace
Kiernan Dewsbury-Hall,eng ENG,MF,Everton,26,1998,31,30,2626,29.2,8,4,12,8,0,0,6,0,0.27,0.14,0.41,0.27,0.41,5c74c0f5,29.2,8,39,15,38.5,1.34,0.51,0.21,0.53,0,0,5c74c0f5,29.2,,,,,,,,,,,,,,,4,,,,,,5c74c0f5,29.2,,,,,,,,,,,,,,,,,,,,,5c74c0f5,29.2,,26,,,,,,,,,,,14,,,,5c74c0f5,Kiernan Dewsbury-Hall__Everton
Bafodé Diakité,fr FRA,DF,Bournemouth,24,2001,18,15,1277,14.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1bfb6fef,14.2,0,1,0,0.0,0.07,0.0,0.0,,0,0,1bfb6fef,14.2,,,,,,,,,,,,,,,0,,,,,,1bfb6fef,14.2,,,,,,,,,,,,,,,,,,,,,1bfb6fef,14.2,,15,,,,,,,,,,,10,,,,1bfb6fef,Bafodé Diakité__Bournemouth
Amad Diallo,ci CIV,MF,Manchester Utd,23,2002,32,27,2341,26.0,2,3,5,2,0,0,2,0,0.08,0.12,0.19,0.08,0.19,9dc96f10,26.0,2,53,23,43.4,2.04,0.88,0.04,0.09,0,0,9dc96f10,26.0,,,,,,,,,,,,,,,3,,,,,,9dc96f10,26.0,,,,,,,,,,,,,,,,,,,,,9dc96f10,26.0,,23,,,,,,,,,,,15,,,,9dc96f10,Amad Diallo__Manchester Utd
Habib Diarra,sn SEN,MF,Sunderland,21,2004,20,15,1405,15.6,2,2,4,1,1,1,6,0,0.13,0.13,0.26,0.06,0.19,6d0fe035,15.6,2,26,8,30.8,1.67,0.51,0.08,0.25,1,1,6d0fe035,15.6,,,,,,,,,,,,,,,2,,,,,,6d0fe035,15.6,,,,,,,,,,,,,,,,,,,,,6d0fe035,15.6,,7,,,,,,,,,,,4,,,,6d0fe035,Habib Diarra__Sunderland
Rúben Dias,pt POR,DF,Manchester City,28,1997,26,24,2141,23.8,2,0,2,2,0,0,3,0,0.08,0.0,0.08,0.08,0.08,31c69ef1,23.8,2,10,4,40.0,0.42,0.17,0.2,0.5,0,0,31c69ef1,23.8,,,,,,,,,,,,,,,0,,,,,,31c69ef1,23.8,,,,,,,,,,,,,,,,,,,,,31c69ef1,23.8,,6,,,,,,,,,,,23,,,,31c69ef1,Rúben Dias__Manchester City
Lucas Digne,fr FRA,DF,Aston Villa,32,1993,31,21,1852,20.6,0,6,6,0,0,0,3,0,0.0,0.29,0.29,0.0,0.29,1b84dbe1,20.6,0,14,5,35.7,0.68,0.24,0.0,0.0,0,0,1b84dbe1,20.6,,,,,,,,,,,,,,,6,,,,,,1b84dbe1,20.6,,,,,,,,,,,,,,,,,,,,,1b84dbe1,20.6,,26,,,,,,,,,,,13,,,,1b84dbe1,Lucas Digne__Aston Villa
Issa Diop,ma MAR,DF,Fulham,28,1997,13,8,816,9.1,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11,a712ca2b,9.1,1,2,1,50.0,0.22,0.11,0.5,1.0,0,0,a712ca2b,9.1,,,,,,,,,,,,,,,0,,,,,,a712ca2b,9.1,,,,,,,,,,,,,,,,,,,,,a712ca2b,9.1,,2,,,,,,,,,,,6,,,,a712ca2b,Issa Diop__Fulham
El Hadji Malick Diouf,sn SEN,DFMF,West Ham,20,2004,32,30,2707,30.1,0,5,5,0,0,0,6,0,0.0,0.17,0.17,0.0,0.17,bd5eb2e5,30.1,0,18,4,22.2,0.6,0.13,0.0,0.0,0,0,bd5eb2e5,30.1,,,,,,,,,,,,,,,5,,,,,,bd5eb2e5,30.1,,,,,,,,,,,,,,,,,,,,,bd5eb2e5,30.1,,19,,,,,,,,,,,32,,,,bd5eb2e5,El Hadji Malick Diouf__West Ham
Axel Disasi,fr FRA,DF,West Ham,27,1998,14,14,1254,13.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ad82197c,13.9,0,5,3,60.0,0.36,0.22,0.0,0.0,0,0,ad82197c,13.9,,,,,,,,,,,,,,,0,,,,,,ad82197c,13.9,,,,,,,,,,,,,,,,,,,,,ad82197c,13.9,,10,,,,,,,,,,,12,,,,ad82197c,Axel Disasi__West Ham
Matt Doherty,ie IRL,DFMF,Wolves,33,1992,11,11,787,8.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,d557d734,8.7,0,3,0,0.0,0.34,0.0,0.0,,0,0,d557d734,8.7,,,,,,,,,,,,,,,0,,,,,,d557d734,8.7,,,,,,,,,,,,,,,,,,,,,d557d734,8.7,,8,,,,,,,,,,,7,,,,d557d734,Matt Doherty__Wolves
Jeremy Doku,be BEL,MFFW,Manchester City,23,2002,30,19,1784,19.8,5,5,10,5,0,0,0,0,0.25,0.25,0.5,0.25,0.5,fffea3e5,19.8,5,39,15,38.5,1.97,0.76,0.13,0.33,0,0,fffea3e5,19.8,,,,,,,,,,,,,,,5,,,,,,fffea3e5,19.8,,,,,,,,,,,,,,,,,,,,,fffea3e5,19.8,,16,,,,,,,,,,,12,,,,fffea3e5,Jeremy Doku__Manchester City
Nicolás Domínguez,ar ARG,MF,Nottingham,27,1998,27,17,1175,13.1,1,1,2,1,0,0,3,0,0.08,0.08,0.15,0.08,0.15,20b3a502,13.1,1,18,5,27.8,1.38,0.38,0.06,0.2,0,0,20b3a502,13.1,,,,,,,,,,,,,,,1,,,,,,20b3a502,13.1,,,,,,,,,,,,,,,,,,,,,20b3a502,13.1,,30,,,,,,,,,,,6,,,,20b3a502,Nicolás Domínguez__Nottingham
Gianluigi Donnarumma,it ITA,GK,Manchester City,26,1999,34,34,3060,34.0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,08f5afaa,34.0,0,0,0,,0.0,0.0,,,0,0,08f5afaa,34.0,,,,,,,,,,,,,,,0,,,,,,08f5afaa,34.0,,,,,,,,,,,,,,,,,,,,,08f5afaa,34.0,,0,,,,,,,,,,,1,,,,08f5afaa,Gianluigi Donnarumma__Manchester City
Patrick Dorgu,dk DEN,MF,Manchester Utd,20,2004,26,15,1449,16.1,4,4,8,4,0,0,5,0,0.25,0.25,0.5,0.25,0.5,e6536124,16.1,4,25,11,44.0,1.55,0.68,0.16,0.36,0,0,e6536124,16.1,,,,,,,,,,,,,,,4,,,,,,e6536124,16.1,,,,,,,,,,,,,,,,,,,,,e6536124,16.1,,30,,,,,,,,,,,16,,,,e6536124,Patrick Dorgu__Manchester Utd
Martin Dúbravka,sk SVK,GK,Burnley,36,1989,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3a949a25,35.0,0,0,0,,0.0,0.0,,,0,0,3a949a25,35.0,,,,,,,,,,,,,,,0,,,,,,3a949a25,35.0,,,,,,,,,,,,,,,,,,,,,3a949a25,35.0,,1,,,,,,,,,,,0,,,,3a949a25,Martin Dúbravka__Burnley
Lewis Dunk,eng ENG,DF,Brighton,33,1991,33,31,2838,31.5,1,0,1,1,0,0,10,0,0.03,0.0,0.03,0.03,0.03,282f75f3,31.5,1,23,3,13.0,0.73,0.1,0.04,0.33,0,0,282f75f3,31.5,,,,,,,,,,,,,,,0,,,,,,282f75f3,31.5,,,,,,,,,,,,,,,,,,,,,282f75f3,31.5,,22,,,,,,,,,,,30,,,,282f75f3,Lewis Dunk__Brighton
Marcus Edwards,eng ENG,MFFW,Burnley,26,1998,23,11,1067,11.9,1,3,4,1,0,0,0,0,0.08,0.25,0.34,0.08,0.34,57760e66,11.9,1,23,6,26.1,1.94,0.51,0.04,0.17,0,0,57760e66,11.9,,,,,,,,,,,,,,,3,,,,,,57760e66,11.9,,,,,,,,,,,,,,,,,,,,,57760e66,11.9,,6,,,,,,,,,,,3,,,,57760e66,Marcus Edwards__Burnley
Hjalmar Ekdal,se SWE,DF,Burnley,26,1998,19,17,1539,17.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3d554589,17.1,0,6,1,16.7,0.35,0.06,0.0,0.0,0,0,3d554589,17.1,,,,,,,,,,,,,,,0,,,,,,3d554589,17.1,,,,,,,,,,,,,,,,,,,,,3d554589,17.1,,17,,,,,,,,,,,12,,,,3d554589,Hjalmar Ekdal__Burnley
Hugo Ekitike,fr FRA,FW,Liverpool,23,2002,28,21,1803,20.0,11,4,15,11,0,0,0,0,0.55,0.2,0.75,0.55,0.75,5b92d896,20.0,11,65,19,29.2,3.24,0.95,0.17,0.58,0,0,5b92d896,20.0,,,,,,,,,,,,,,,4,,,,,,5b92d896,20.0,,,,,,,,,,,,,,,,,,,,,5b92d896,20.0,,7,,,,,,,,,,,4,,,,5b92d896,Hugo Ekitike__Liverpool
Anthony Elanga,se SWE,FWMF,Newcastle,23,2002,32,14,1319,14.7,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07,2fba6108,14.7,0,17,4,23.5,1.16,0.27,0.0,0.0,0,0,2fba6108,14.7,,,,,,,,,,,,,,,1,,,,,,2fba6108,14.7,,,,,,,,,,,,,,,,,,,,,2fba6108,14.7,,11,,,,,,,,,,,3,,,,2fba6108,Anthony Elanga__Newcastle
Maxime Estève,fr FRA,DF,Burnley,23,2002,34,34,2932,32.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1a066e69,32.6,0,10,1,10.0,0.31,0.03,0.0,0.0,0,0,1a066e69,32.6,,,,,,,,,,,,,,,0,,,,,,1a066e69,32.6,,,,,,,,,,,,,,,,,,,,,1a066e69,32.6,,27,,,,,,,,,,,37,,,,1a066e69,Maxime Estève__Burnley
Evanilson,br BRA,FW,Bournemouth,25,1999,36,32,2742,30.5,6,1,7,6,0,0,2,0,0.2,0.03,0.23,0.2,0.23,6f3cc2fe,30.5,6,72,23,31.9,2.36,0.75,0.08,0.26,0,0,6f3cc2fe,30.5,,,,,,,,,,,,,,,1,,,,,,6f3cc2fe,30.5,,,,,,,,,,,,,,,,,,,,,6f3cc2fe,30.5,,5,,,,,,,,,,,6,,,,6f3cc2fe,Evanilson__Bournemouth
Eberechi Eze,eng ENG,MFFW,Arsenal,27,1998,32,21,1812,20.1,7,2,9,7,0,0,1,0,0.35,0.1,0.45,0.35,0.45,ae4fc6a4,20.1,7,57,18,31.6,2.83,0.89,0.12,0.39,0,0,ae4fc6a4,20.1,,,,,,,,,,,,,,,2,,,,,,ae4fc6a4,20.1,,,,,,,,,,,,,,,,,,,,,ae4fc6a4,20.1,,13,,,,,,,,,,,11,,,,ae4fc6a4,Eberechi Eze__Arsenal
Bruno Fernandes,pt POR,MF,Manchester Utd,30,1994,35,35,3063,34.0,9,21,30,5,4,6,5,0,0.26,0.62,0.88,0.15,0.76,507c7bdf,34.0,9,85,24,28.2,2.5,0.71,0.11,0.38,4,6,507c7bdf,34.0,,,,,,,,,,,,,,,21,,,,,,507c7bdf,34.0,,,,,,,,,,,,,,,,,,,,,507c7bdf,34.0,,35,,,,,,,,,,,21,,,,507c7bdf,Bruno Fernandes__Manchester Utd
Mateus Fernandes,pt POR,MF,West Ham,21,2004,36,35,3016,33.5,3,4,7,3,0,0,7,0,0.09,0.12,0.21,0.09,0.21,ef491564,33.5,3,28,8,28.6,0.84,0.24,0.11,0.38,0,0,ef491564,33.5,,,,,,,,,,,,,,,4,,,,,,ef491564,33.5,,,,,,,,,,,,,,,,,,,,,ef491564,33.5,,67,,,,,,,,,,,36,,,,ef491564,Mateus Fernandes__West Ham
Enzo Fernández,ar ARG,MF,Chelsea,24,2001,36,35,3115,34.6,10,4,14,8,2,2,10,0,0.29,0.12,0.4,0.23,0.35,5ff4ab71,34.6,10,72,31,43.1,2.08,0.9,0.14,0.32,2,2,5ff4ab71,34.6,,,,,,,,,,,,,,,4,,,,,,5ff4ab71,34.6,,,,,,,,,,,,,,,,,,,,,5ff4ab71,34.6,,24,,,,,,,,,,,20,,,,5ff4ab71,Enzo Fernández__Chelsea
Zian Flemming,nl NED,FW,Burnley,26,1998,29,21,1769,19.7,11,0,11,9,2,2,5,0,0.56,0.0,0.56,0.46,0.46,b3f36e72,19.7,11,52,21,40.4,2.65,1.07,0.21,0.52,2,2,b3f36e72,19.7,,,,,,,,,,,,,,,0,,,,,,b3f36e72,19.7,,,,,,,,,,,,,,,,,,,,,b3f36e72,19.7,,10,,,,,,,,,,,6,,,,b3f36e72,Zian Flemming__Burnley
Phil Foden,eng ENG,MF,Manchester City,25,2000,33,23,2086,23.2,7,5,12,7,0,0,4,0,0.3,0.22,0.52,0.3,0.52,ed1e53f3,23.2,7,55,19,34.5,2.37,0.82,0.13,0.37,0,0,ed1e53f3,23.2,,,,,,,,,,,,,,,5,,,,,,ed1e53f3,23.2,,,,,,,,,,,,,,,,,,,,,ed1e53f3,23.2,,16,,,,,,,,,,,10,,,,ed1e53f3,Phil Foden__Manchester City
Wesley Fofana,fr FRA,DF,Chelsea,24,2000,25,20,1722,19.1,0,1,1,0,0,0,9,2,0.0,0.05,0.05,0.0,0.05,132a82f1,19.1,0,8,1,12.5,0.42,0.05,0.0,0.0,0,0,132a82f1,19.1,,,,,,,,,,,,,,,1,,,,,,132a82f1,19.1,,,,,,,,,,,,,,,,,,,,,132a82f1,19.1,,11,,,,,,,,,,,38,,,,132a82f1,Wesley Fofana__Chelsea
Lyle Foster,za RSA,FWMF,Burnley,24,2000,26,15,1371,15.2,3,2,5,3,0,0,4,0,0.2,0.13,0.33,0.2,0.33,f84a807c,15.2,3,20,6,30.0,1.31,0.39,0.15,0.5,0,0,f84a807c,15.2,,,,,,,,,,,,,,,2,,,,,,f84a807c,15.2,,,,,,,,,,,,,,,,,,,,,f84a807c,15.2,,12,,,,,,,,,,,4,,,,f84a807c,Lyle Foster__Burnley
Jeremie Frimpong,nl NED,DFMF,Liverpool,24,2000,21,12,1040,11.6,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,74f2e748,11.6,0,10,2,20.0,0.87,0.17,0.0,0.0,0,0,74f2e748,11.6,,,,,,,,,,,,,,,1,,,,,,74f2e748,11.6,,,,,,,,,,,,,,,,,,,,,74f2e748,11.6,,9,,,,,,,,,,,6,,,,74f2e748,Jeremie Frimpong__Liverpool
Cody Gakpo,nl NED,MFFW,Liverpool,26,1999,36,32,2737,30.4,7,5,12,7,0,0,3,0,0.23,0.16,0.39,0.23,0.39,1971591f,30.4,7,87,21,24.1,2.86,0.69,0.08,0.33,0,0,1971591f,30.4,,,,,,,,,,,,,,,5,,,,,,1971591f,30.4,,,,,,,,,,,,,,,,,,,,,1971591f,30.4,,15,,,,,,,,,,,12,,,,1971591f,Cody Gakpo__Liverpool
Conor Gallagher,eng ENG,MF,Tottenham,25,2000,16,14,1184,13.2,1,1,2,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,c2731c10,13.2,1,11,4,36.4,0.84,0.3,0.09,0.25,0,0,c2731c10,13.2,,,,,,,,,,,,,,,1,,,,,,c2731c10,13.2,,,,,,,,,,,,,,,,,,,,,c2731c10,13.2,,14,,,,,,,,,,,18,,,,c2731c10,Conor Gallagher__Tottenham
Alejandro Garnacho,ar ARG,MF,Chelsea,21,2004,24,14,1268,14.1,1,4,5,1,0,0,2,0,0.07,0.28,0.35,0.07,0.35,7aa8adfe,14.1,1,33,7,21.2,2.34,0.5,0.03,0.14,0,0,7aa8adfe,14.1,,,,,,,,,,,,,,,4,,,,,,7aa8adfe,14.1,,,,,,,,,,,,,,,,,,,,,7aa8adfe,14.1,,13,,,,,,,,,,,4,,,,7aa8adfe,Alejandro Garnacho__Chelsea
James Garner,eng ENG,MFDF,Everton,24,2001,38,38,3413,37.9,2,7,9,2,0,0,12,0,0.05,0.18,0.24,0.05,0.24,4e015693,37.9,2,45,14,31.1,1.19,0.37,0.04,0.14,0,0,4e015693,37.9,,,,,,,,,,,,,,,7,,,,,,4e015693,37.9,,,,,,,,,,,,,,,,,,,,,4e015693,37.9,,72,,,,,,,,,,,57,,,,4e015693,James Garner__Everton
